sample_ID,location,treatment,soiltype,replicate,hrs_incubated,mgC,year_inc,year_col
NMW OS8,N,MW,OS,8,24,0.000904182,2017,2016
NMW OS9,N,MW,OS,9,24,0.000923749,2017,2016
NMW OS10,N,MW,OS,10,24,0.000858582,2017,2016
NMW UT1,N,MW,UT,1,24,0.001165841,2017,2016
NMW UT2,N,MW,UT,2,24,0.000812165,2017,2016
NMW UT3,N,MW,UT,3,24,0.000925037,2017,2016
NMW UT4,N,MW,UT,4,24,0.000767953,2017,2016
NMW UT5,N,MW,UT,5,24,0.001125889,2017,2016
NMW UT6,N,MW,UT,6,24,0.000856997,2017,2016
NMW UT7,N,MW,UT,7,24,0.001052275,2017,2016
NMW UT8,N,MW,UT,8,24,0.001097776,2017,2016
NMW UT9,N,MW,UT,9,24,0.001287209,2017,2016
NMW UT10,N,MW,UT,10,24,0.000920703,2017,2016
NMW OM1,N,MW,OM,1,24,0.000703454,2017,2016
NMW OM2,N,MW,OM,2,24,0.000740608,2017,2016
NMW OM3,N,MW,OM,3,24,0.000733623,2017,2016
NMW OM4,N,MW,OM,4,24,0.000603165,2017,2016
NMW OM5,N,MW,OM,5,24,0.000880899,2017,2016
NMW OM6,N,MW,OM,6,24,0.000683193,2017,2016
NMW OM7,N,MW,OM,7,24,0.000712446,2017,2016
NMW OM8,N,MW,OM,8,24,0.000797329,2017,2016
NMW OM9,N,MW,OM,9,24,0.000654883,2017,2016
NMW OM10,N,MW,OM,10,24,0.00082985,2017,2016
CMWC OS1,C,MWC,OS,1,24,0.000785043,2017,2016
CMWC OS2,C,MWC,OS,2,24,0.000714105,2017,2016
CMWC OS3,C,MWC,OS,3,24,0.000887265,2017,2016
CMWC OS4,C,MWC,OS,4,24,0.000940716,2017,2016
CMWC OS5,C,MWC,OS,5,24,0.000829033,2017,2016
CMWC OS6,C,MWC,OS,6,24,0.000675044,2017,2016
CMWC OS7,C,MWC,OS,7,24,0.000814073,2017,2016
CMWC OS8,C,MWC,OS,8,24,0.000759086,2017,2016
CMWC OS9,C,MWC,OS,9,24,0.000704049,2017,2016
CMWC OS10,C,MWC,OS,10,24,0.000849071,2017,2016
CMWC UT1,C,MWC,UT,1,24,0.000946809,2017,2016
CMWC UT2,C,MWC,UT,2,24,0.000755989,2017,2016
CMWC UT3,C,MWC,UT,3,24,0.000897321,2017,2016
CMWC UT4,C,MWC,UT,4,24,0.000818704,2017,2016
CMWC UT5,C,MWC,UT,5,24,0.00139966,2017,2016
CMWC UT6,C,MWC,UT,6,24,0.000715046,2017,2016
CMWC UT7,C,MWC,UT,7,24,0.000848972,2017,2016
CMWC UT8,C,MWC,UT,8,24,0.000815608,2017,2016
CMWC UT9,C,MWC,UT,9,24,0.000909309,2017,2016
CMWC UT10,C,MWC,UT,10,24,0.001016138,2017,2016
CMWC OM1,C,MWC,OM,1,24,0.000934276,2017,2016
CMWC OM2,C,MWC,OM,2,24,0.000759061,2017,2016
CMWC OM3,C,MWC,OM,3,24,0.000823856,2017,2016
CMWC OM4,C,MWC,OM,4,24,0.00079827,2017,2016
CMWC OM5,C,MWC,OM,5,24,0.000757525,2017,2016
CMWC OM6,C,MWC,OM,6,24,0.000982427,2017,2016
CMWC OM7,C,MWC,OM,7,24,0.000702365,2017,2016
CMWC OM8,C,MWC,OM,8,24,0.000669249,2017,2016
CMWC OM9,C,MWC,OM,9,24,0.000768844,2017,2016
CMWC OM10,C,MWC,OM,10,24,0.000722551,2017,2016
SO OS1,S,O,OS,1,24,0.001056338,2017,2016
SO OS2,S,O,OS,2,24,0.001022379,2017,2016
SO OS3,S,O,OS,3,24,0.000917334,2017,2016
SO OS4,S,O,OS,4,24,0.001018664,2017,2016
SO OS5,S,O,OS,5,24,0.000813874,2017,2016
SO OS6,S,O,OS,6,24,0.000886225,2017,2016
SO OS7,S,O,OS,7,24,0.000930957,2017,2016
SO OS8,S,O,OS,8,24,0.000834755,2017,2016
SO OS9,S,O,OS,9,24,0.00099226,2017,2016
SO OS10,S,O,OS,10,24,0.001077342,2017,2016
SO UT1,S,O,UT,1,24,0.000941212,2017,2016
SO UT2,S,O,UT,2,24,0.000831634,2017,2016
SO UT3,S,O,UT,3,24,0.000855783,2017,2016
SO UT4,S,O,UT,4,24,0.000861084,2017,2016
SO UT5,S,O,UT,5,24,0.001015642,2017,2016
SO UT6,S,O,UT,6,24,0.001015939,2017,2016
SO UT7,S,O,UT,7,24,0.001142112,2017,2016
SO UT8,S,O,UT,8,24,0.000912108,2017,2016
SO UT9,S,O,UT,9,24,0.000932468,2017,2016
SO UT10,S,O,UT,10,24,0.00093928,2017,2016
SO OM1,S,O,OM,1,24,0.000743704,2017,2016
SO OM2,S,O,OM,2,24,0.000969795,2017,2016
SO OM3,S,O,OM,3,24,0.000680915,2017,2016
SO OM4,S,O,OM,4,24,0.000868069,2017,2016
SO OM5,S,O,OM,5,24,0.001012893,2017,2016
SO OM6,S,O,OM,6,24,0.000960457,2017,2016
SO OM7,S,O,OM,7,24,0.000672914,2017,2016
NWMC OS1,N,MWC,OS,1,24,0.000768932,2017,2016
NWMC OS2,N,MWC,OS,2,24,0.000787418,2017,2016
NWMC OS3,N,MWC,OS,3,24,0.000790324,2017,2016
NWMC OS4,N,MWC,OS,4,24,0.000808469,2017,2016
NWMC OS5,N,MWC,OS,5,24,0.000803902,2017,2016
NWMC OS6,N,MWC,OS,6,24,0.000856333,2017,2016
NWMC OS7,N,MWC,OS,7,24,0.000928448,2017,2016
NWMC OS8,N,MWC,OS,8,24,0.00090874,2017,2016
NWMC OS9,N,MWC,OS,9,24,0.001090259,2017,2016
NWMC OS10,N,MWC,OS,10,24,0.000779091,2017,2016
NWMC UT1,N,MWC,UT,1,24,0.001651911,2017,2016
NWMC UT2,N,MWC,UT,2,24,0.000900168,2017,2016
NWMC UT3,N,MWC,UT,3,24,0.001191092,2017,2016
NWMC UT4,N,MWC,UT,4,24,0.000977997,2017,2016
NWMC UT5,N,MWC,UT,5,24,0.00106811,2017,2016
NWMC UT6,N,MWC,UT,6,24,0.000802364,2017,2016
NWMC UT7,N,MWC,UT,7,24,0.000924491,2017,2016
NWMC UT8,N,MWC,UT,8,24,0.000737527,2017,2016
NWMC UT9,N,MWC,UT,9,24,0.001015581,2017,2016
NWMC UT10,N,MWC,UT,10,24,0.000839507,2017,2016
NWMC OM1,N,MWC,OM,1,24,0.000800654,2017,2016
NWMC OM2,N,MWC,OM,2,24,0.000837652,2017,2016
NWMC OM3,N,MWC,OM,3,24,0.000822584,2017,2016
NWMC OM4,N,MWC,OM,4,24,0.000740775,2017,2016
NWMC OM5,N,MWC,OM,5,24,0.000830789,2017,2016
NWMC OM6,N,MWC,OM,6,24,0.000730762,2017,2016
NWMC OM7,N,MWC,OM,7,24,0.000621724,2017,2016
NWMC OM8,N,MWC,OM,8,24,0.000845075,2017,2016
NWMC OM9,N,MWC,OM,9,24,0.001033505,2017,2016
NWMC OM10,N,MWC,OM,10,24,0.00079853,2017,2016
CO OS1,C,O,OS,1,24,0.000984322,2017,2016
CO OS2,C,O,OS,2,24,0.000721971,2017,2016
CO OS3,C,O,OS,3,24,0.000786808,2017,2016
CO OS4,C,O,OS,4,24,0.000747515,2017,2016
CO OS5,C,O,OS,5,24,0.000768956,2017,2016
CO OS6,C,O,OS,6,24,0.000822364,2017,2016
CO OS7,C,O,OS,7,24,0.000867982,2017,2016
CO OS8,C,O,OS,8,24,0.000854599,2017,2016
CO OS9,C,O,OS,9,24,0.000904784,2017,2016
CO OS10,C,O,OS,10,24,0.000735744,2017,2016
CO UT1,C,O,UT,1,24,0.000881316,2017,2016
CO UT2,C,O,UT,2,24,0.000737258,2017,2016
CO UT3,C,O,UT,3,24,0.000752692,2017,2016
CO UT4,C,O,UT,4,24,0.00091907,2017,2016
CO UT5,C,O,UT,5,24,0.000875797,2017,2016
CO UT6,C,O,UT,6,24,0.000819409,2017,2016
CO UT7,C,O,UT,7,24,0.000765049,2017,2016
CO UT8,C,O,UT,8,24,0.000706634,2017,2016
CO UT9,C,O,UT,9,24,0.001143252,2017,2016
CO UT10,C,O,UT,10,24,0.000754719,2017,2016
CO OM1,C,O,OM,1,24,0.000776966,2017,2016
CO OM2,C,O,OM,2,24,0.000886615,2017,2016
CO OM3,C,O,OM,3,24,0.000796014,2017,2016
CO OM4,C,O,OM,4,24,0.000812669,2017,2016
CO OM5,C,O,OM,5,24,0.000723289,2017,2016
CO OM6,C,O,OM,6,24,0.000865052,2017,2016
CO OM7,C,O,OM,7,24,0.001162984,2017,2016
CO OM8,C,O,OM,8,24,0.000706488,2017,2016
CO OM9,C,O,OM,9,24,0.000753742,2017,2016
CO OM10,C,O,OM,10,24,0.000774011,2017,2016
SC OS1,S,C,OS,1,24,0.000749835,2017,2016
SC OS2,S,C,OS,2,24,0.000874893,2017,2016
SC OS3,S,C,OS,3,24,0.000792327,2017,2016
SC OS4,S,C,OS,4,24,0.000715939,2017,2016
SC OS5,S,C,OS,5,24,0.000795697,2017,2016
SC OS6,S,C,OS,6,24,0.00106745,2017,2016
SC OS7,S,C,OS,7,24,0.000773913,2017,2016
SC OS8,S,C,OS,8,24,0.00075467,2017,2016
SC OS9,S,C,OS,9,24,0.0009094,2017,2016
SC OS10,S,C,OS,10,24,0.000819116,2017,2016
SC UT1,S,C,UT,1,24,0.00085333,2017,2016
SC UT2,S,C,UT,2,24,0.000959438,2017,2016
SC UT3,S,C,UT,3,24,0.001057633,2017,2016
SC UT4,S,C,UT,4,24,0.001054214,2017,2016
SC UT5,S,C,UT,5,24,0.000859557,2017,2016
SC UT6,S,C,UT,6,24,0.001000806,2017,2016
SC UT7,S,C,UT,7,24,0.001101371,2017,2016
SC UT8,S,C,UT,8,24,0.001177172,2017,2016
SC UT9,S,C,UT,9,24,0.000948351,2017,2016
SC UT10,S,C,UT,10,24,0.001478719,2017,2016
SC OM1,S,C,OM,1,24,0.000723607,2017,2016
SC OM2,S,C,OM,2,24,0.000714058,2017,2016
SC OM3,S,C,OM,3,24,0.000724852,2017,2016
SC OM4,S,C,OM,4,24,0.000803218,2017,2016
SC OM5,S,C,OM,5,24,0.001120663,2017,2016
SC OM6,S,C,OM,6,24,0.000656694,2017,2016
SC OM7,S,C,OM,7,24,0.000756086,2017,2016
SC OM8,S,C,OM,8,24,0.000786759,2017,2016
SC OM9,S,C,OM,9,24,0.000764927,2017,2016
SC OM10,S,C,OM,10,24,0.000770543,2017,2016
NO OS1,N,O,OS,1,48,0.0009356,2017,2016
NO OS2,N,O,OS,2,48,0.000843614,2017,2016
NO OS3,N,O,OS,3,48,0.000876351,2017,2016
NO OS4,N,O,OS,4,48,0.00119428,2017,2016
NO OS5,N,O,OS,5,48,0.00087187,2017,2016
NO OS6,N,O,OS,6,48,0.000944437,2017,2016
NO OS7,N,O,OS,7,48,0.001056986,2017,2016
NO OS8,N,O,OS,8,48,0.000943765,2017,2016
NO OS9,N,O,OS,9,48,0.001066969,2017,2016
NO OS10,N,O,OS,10,48,0.001016657,2017,2016
NO UT1,N,O,UT,1,48,0.000875903,2017,2016
NO UT2,N,O,UT,2,48,0.001223083,2017,2016
NO UT3,N,O,UT,3,48,0.001144665,2017,2016
NO UT4,N,O,UT,4,48,0.001329333,2017,2016
NO UT5,N,O,UT,5,48,0.001042423,2017,2016
NO UT6,N,O,UT,6,48,0.001734368,2017,2016
NO UT7,N,O,UT,7,48,0.00106901,2017,2016
NO UT8,N,O,UT,8,48,0.001649726,2017,2016
NO UT9,N,O,UT,9,48,0.001066993,2017,2016
NO UT10,N,O,UT,10,48,0.00116473,2017,2016
NO OM1,N,O,OM,1,48,0.001114592,2017,2016
NO OM2,N,O,OM,2,48,0.000835324,2017,2016
NO OM3,N,O,OM,3,48,0.000888051,2017,2016
NO OM4,N,O,OM,4,48,0.000886582,2017,2016
NO OM5,N,O,OM,5,48,0.001292464,2017,2016
NO OM6,N,O,OM,6,48,0.000884168,2017,2016
NO OM7,N,O,OM,7,48,0.001341307,2017,2016
NO OM8,N,O,OM,8,48,0.000803161,2017,2016
NO OM9,N,O,OM,9,48,0.000946728,2017,2016
NO OM10,N,O,OM,10,48,0.000734451,2017,2016
CC OS1,C,C,OS,1,48,0.001312604,2017,2016
CC OS2,C,C,OS,2,48,0.000954569,2017,2016
CC OS3,C,C,OS,3,48,0.001061218,2017,2016
CC OS4,C,C,OS,4,48,0.000936546,2017,2016
CC OS5,C,C,OS,5,48,0.000994003,2017,2016
CC OS6,C,C,OS,6,48,0.001209888,2017,2016
CC OS7,C,C,OS,7,48,0.001003263,2017,2016
CC OS8,C,C,OS,8,48,0.001233986,2017,2016
CC OS9,C,C,OS,9,48,0.001351837,2017,2016
CC OS10,C,C,OS,10,48,0.000825217,2017,2016
CC UT1,C,C,UT,1,48,0.001028457,2017,2016
CC UT2,C,C,UT,2,48,0.000734153,2017,2016
CC UT3,C,C,UT,3,48,0.000802588,2017,2016
CC UT4,C,C,UT,4,48,0.001023154,2017,2016
CC UT5,C,C,UT,5,48,0.001036224,2017,2016
CC UT6,C,C,UT,6,48,0.000909162,2017,2016
CC UT7,C,C,UT,7,48,0.00126137,2017,2016
CC UT8,C,C,UT,8,48,0.000790265,2017,2016
CC UT9,C,C,UT,9,48,0.001148424,2017,2016
CC UT10,C,C,UT,10,48,0.001226418,2017,2016
CC OM1,C,C,OM,1,48,0.000980783,2017,2016
CC OM2,C,C,OM,2,48,0.000981281,2017,2016
CC OM3,C,C,OM,3,48,0.000989546,2017,2016
CC OM4,C,C,OM,4,48,0.001272847,2017,2016
CC OM5,C,C,OM,5,48,0.000900623,2017,2016
CC OM6,C,C,OM,6,48,0.000896117,2017,2016
CC OM7,C,C,OM,7,48,0.000792655,2017,2016
CC OM8,C,C,OM,8,48,0.001051385,2017,2016
CC OM9,C,C,OM,9,48,0.000870675,2017,2016
CC OM10,C,C,OM,10,48,0.000904083,2017,2016
SMW OS1,S,MW,OS,1,48,0.000834403,2017,2016
SMW OS2,S,MW,OS,2,48,0.000889694,2017,2016
SMW OS3,S,MW,OS,3,48,0.00105965,2017,2016
SMW OS4,S,MW,OS,4,48,0.000798879,2017,2016
SMW OS5,S,MW,OS,5,48,0.000891935,2017,2016
SMW OS6,S,MW,OS,6,48,0.00080677,2017,2016
SMW OS7,S,MW,OS,7,48,0.001011279,2017,2016
SMW OS8,S,MW,OS,8,48,0.000935326,2017,2016
SMW OS9,S,MW,OS,9,48,0.001152208,2017,2016
SMW OS10,S,MW,OS,10,48,0.001416787,2017,2016
SMW UT1,S,MW,UT,1,48,0.001006973,2017,2016
SMW UT2,S,MW,UT,2,48,0.000939907,2017,2016
SMW UT3,S,MW,UT,3,48,0.001440686,2017,2016
SMW UT4,S,MW,UT,4,48,0.001041526,2017,2016
SMW UT5,S,MW,UT,5,48,0.000912323,2017,2016
SMW UT6,S,MW,UT,6,48,0.000792232,2017,2016
SMW UT7,S,MW,UT,7,48,0.00094023,2017,2016
SMW UT8,S,MW,UT,8,48,0.00074421,2017,2016
SMW UT9,S,MW,UT,9,48,0.00090849,2017,2016
SMW UT10,S,MW,UT,10,48,0.000834951,2017,2016
SMW OM1,S,MW,OM,1,48,0.001065002,2017,2016
SMW OM2,S,MW,OM,2,48,0.000927434,2017,2016
SMW OM3,S,MW,OM,3,48,0.000738011,2017,2016
SMW OM4,S,MW,OM,4,48,0.000791361,2017,2016
SMW OM5,S,MW,OM,5,48,0.000835449,2017,2016
SMW OM6,S,MW,OM,6,48,0.000949914,2017,2016
SMW OM7,S,MW,OM,7,48,0.000741571,2017,2016
SMW OM8,S,MW,OM,8,48,0.000912174,2017,2016
SMW OM9,S,MW,OM,9,48,0.001176281,2017,2016
SMW OM10,S,MW,OM,10,48,0.001339664,2017,2016
NC OS1,N,C,OS,1,48,0.000970208,2017,2016
NC OS2,N,C,OS,2,48,0.001009202,2017,2016
NC OS3,N,C,OS,3,48,0.001192831,2017,2016
NC OS4,N,C,OS,4,48,0.001100364,2017,2016
NC OS5,N,C,OS,5,48,0.00115336,2017,2016
NC OS6,N,C,OS,6,48,0.001006015,2017,2016
NC OS7,N,C,OS,7,48,0.001226933,2017,2016
NC OS8,N,C,OS,8,48,0.001348658,2017,2016
NC OS9,N,C,OS,9,48,0.001020268,2017,2016
NC OS10,N,C,OS,10,48,0.000989479,2017,2016
NC UT1,N,C,UT,1,48,0.001455152,2017,2016
NC UT2,N,C,UT,2,48,0.000978664,2017,2016
NC UT3,N,C,UT,3,48,0.001011987,2017,2016
NC UT4,N,C,UT,4,48,0.000969129,2017,2016
NC UT5,N,C,UT,5,48,0.001596976,2017,2016
NC UT6,N,C,UT,6,48,0.001313628,2017,2016
NC UT7,N,C,UT,7,48,0.001579461,2017,2016
NC UT8,N,C,UT,8,48,0.001078132,2017,2016
NC UT9,N,C,UT,9,48,0.001178679,2017,2016
NC UT10,N,C,UT,10,48,0.000955529,2017,2016
NC OM1,N,C,OM,1,48,0.001033668,2017,2016
NC OM2,N,C,OM,2,48,0.00092469,2017,2016
NC OM3,N,C,OM,3,48,0.000961827,2017,2016
NC OM4,N,C,OM,4,48,0.001010934,2017,2016
NC OM5,N,C,OM,5,48,0.001111355,2017,2016
NC OM6,N,C,OM,6,48,0.000801183,2017,2016
NC OM7,N,C,OM,7,48,0.000819802,2017,2016
NC OM8,N,C,OM,8,48,0.001170674,2017,2016
NC OM9,N,C,OM,9,48,0.000997936,2017,2016
NC OM10,N,C,OM,10,48,0.000840152,2017,2016
CMW OS1,C,MW,OS,1,48,0.000809137,2017,2016
CMW OS2,C,MW,OS,2,48,0.001109975,2017,2016
CMW OS3,C,MW,OS,3,48,0.000992867,2017,2016
CMW OS4,C,MW,OS,4,48,0.000908279,2017,2016
CMW OS5,C,MW,OS,5,48,0.001466268,2017,2016
CMW OS6,C,MW,OS,6,48,0.00122096,2017,2016
CMW OS7,C,MW,OS,7,48,0.000890563,2017,2016
CMW OS8,C,MW,OS,8,48,0.000914376,2017,2016
CMW OS9,C,MW,OS,9,48,0.000868381,2017,2016
CMW OS10,C,MW,OS,10,48,0.00086133,2017,2016
CMW UT1,C,MW,UT,1,48,0.001048121,2017,2016
CMW UT2,C,MW,UT,2,48,0.000898116,2017,2016
CMW UT3,C,MW,UT,3,48,0.001572661,2017,2016
CMW UT4,C,MW,UT,4,48,0.001072662,2017,2016
CMW UT5,C,MW,UT,5,48,0.001511435,2017,2016
CMW UT6,C,MW,UT,6,48,0.001168115,2017,2016
CMW UT7,C,MW,UT,7,48,0.001217197,2017,2016
CMW UT8,C,MW,UT,8,48,0.000948653,2017,2016
CMW UT9,C,MW,UT,9,48,0.001411892,2017,2016
CMW UT10,C,MW,UT,10,48,0.001031384,2017,2016
CMW OM1,C,MW,OM,1,48,0.001402607,2017,2016
CMW OM2,C,MW,OM,2,48,0.000857667,2017,2016
CMW OM3,C,MW,OM,3,48,0.000892094,2017,2016
CMW OM4,C,MW,OM,4,48,0.001304971,2017,2016
CMW OM5,C,MW,OM,5,48,0.000784722,2017,2016
CMW OM6,C,MW,OM,6,48,0.000990257,2017,2016
SMWC OS1,S,MWC,OS,1,48,0.001092435,2017,2016
SMWC OS2,S,MWC,OS,2,48,0.000871794,2017,2016
SMWC OS3,S,MWC,OS,3,48,0.001101694,2017,2016
SMWC OS4,S,MWC,OS,4,48,0.000924414,2017,2016
SMWC OS5,S,MWC,OS,5,48,0.001065209,2017,2016
SMWC OS6,S,MWC,OS,6,48,0.001005413,2017,2016
SMWC OS7,S,MWC,OS,7,48,0.001201338,2017,2016
SMWC OS8,S,MWC,OS,8,48,0.000948779,2017,2016
SMWC OS9,S,MWC,OS,9,48,0.001065034,2017,2016
SMWC OS10,S,MWC,OS,10,48,0.000959895,2017,2016
SMWC UT1,S,MWC,UT,1,48,0.001148668,2017,2016
SMWC UT2,S,MWC,UT,2,48,0.000966043,2017,2016
SMWC UT3,S,MWC,UT,3,48,0.001143298,2017,2016
SMWC UT4,S,MWC,UT,4,48,0.000929106,2017,2016
SMWC UT5,S,MWC,UT,5,48,0.00084783,2017,2016
SMWC UT6,S,MWC,UT,6,48,0.000964136,2017,2016
SMWC UT7,S,MWC,UT,7,48,0.001112785,2017,2016
SMWC UT8,S,MWC,UT,8,48,0.000879247,2017,2016
SMWC UT9,S,MWC,UT,9,48,0.001151679,2017,2016
SMWC UT10,S,MWC,UT,10,48,0.00086946,2017,2016
SMWC OM1,S,MWC,OM,1,48,0.000933522,2017,2016
SMWC OM2,S,MWC,OM,2,48,0.000683849,2017,2016
SMWC OM3,S,MWC,OM,3,48,0.000818371,2017,2016
SMWC OM4,S,MWC,OM,4,48,0.000882709,2017,2016
SMWC OM5,S,MWC,OM,5,48,0.000793806,2017,2016
SMWC OM6,S,MWC,OM,6,48,0.001063779,2017,2016
SMWC OM7,S,MWC,OM,7,48,0.000760181,2017,2016
SMWC OM8,S,MWC,OM,8,48,0.001126812,2017,2016
SMWC OM9,S,MWC,OM,9,48,0.001054143,2017,2016
SMWC OM10,S,MWC,OM,10,48,0.000791346,2017,2016
NMW OS1,N,MW,OS,1,48,0.001028574,2017,2016
NMW OS2,N,MW,OS,2,48,0.001060986,2017,2016
NMW OS3,N,MW,OS,3,48,0.001055519,2017,2016
NMW OS4,N,MW,OS,4,48,0.001105129,2017,2016
NMW OS5,N,MW,OS,5,48,0.001067081,2017,2016
NMW OS6,N,MW,OS,6,48,0.000947205,2017,2016
NMW OS7,N,MW,OS,7,48,0.000891016,2017,2016
NMW OS8,N,MW,OS,8,48,0.001073007,2017,2016
NMW OS9,N,MW,OS,9,48,0.001115917,2017,2016
NMW OS10,N,MW,OS,10,48,0.001036846,2017,2016
NMW UT1,N,MW,UT,1,48,0.001554422,2017,2016
NMW UT2,N,MW,UT,2,48,0.000964427,2017,2016
NMW UT3,N,MW,UT,3,48,0.001119158,2017,2016
NMW UT4,N,MW,UT,4,48,0.000879382,2017,2016
NMW UT5,N,MW,UT,5,48,0.001414978,2017,2016
NMW UT6,N,MW,UT,6,48,0.001037741,2017,2016
NMW UT7,N,MW,UT,7,48,0.001288934,2017,2016
NMW UT8,N,MW,UT,8,48,0.001348412,2017,2016
NMW UT9,N,MW,UT,9,48,0.001719046,2017,2016
NMW UT10,N,MW,UT,10,48,0.001130333,2017,2016
NMW OM1,N,MW,OM,1,48,0.000818016,2017,2016
NMW OM2,N,MW,OM,2,48,0.000861095,2017,2016
NMW OM3,N,MW,OM,3,48,0.000837004,2017,2016
NMW OM4,N,MW,OM,4,48,0.000658037,2017,2016
NMW OM5,N,MW,OM,5,48,0.001081812,2017,2016
NMW OM6,N,MW,OM,6,48,0.000758998,2017,2016
NMW OM7,N,MW,OM,7,48,0.000825902,2017,2016
NMW OM8,N,MW,OM,8,48,0.000951172,2017,2016
NMW OM9,N,MW,OM,9,48,0.000730939,2017,2016
NMW OM10,N,MW,OM,10,48,0.00104195,2017,2016
CMWC OS1,C,MWC,OS,1,48,0.000952647,2017,2016
CMWC OS2,C,MWC,OS,2,48,0.000824329,2017,2016
CMWC OS3,C,MWC,OS,3,48,0.001061663,2017,2016
CMWC OS4,C,MWC,OS,4,48,0.001223481,2017,2016
CMWC OS5,C,MWC,OS,5,48,0.000976569,2017,2016
CMWC OS6,C,MWC,OS,6,48,0.000747508,2017,2016
CMWC OS7,C,MWC,OS,7,48,0.000967886,2017,2016
CMWC OS8,C,MWC,OS,8,48,0.000837415,2017,2016
CMWC OS9,C,MWC,OS,9,48,0.000777937,2017,2016
CMWC OS10,C,MWC,OS,10,48,0.000980681,2017,2016
CMWC UT1,C,MWC,UT,1,48,0.001142765,2017,2016
CMWC UT2,C,MWC,UT,2,48,0.000871037,2017,2016
CMWC UT3,C,MWC,UT,3,48,0.001095284,2017,2016
CMWC UT4,C,MWC,UT,4,48,0.000959492,2017,2016
CMWC UT5,C,MWC,UT,5,48,0.001794295,2017,2016
CMWC UT6,C,MWC,UT,6,48,0.000807253,2017,2016
CMWC UT7,C,MWC,UT,7,48,0.001017907,2017,2016
CMWC UT8,C,MWC,UT,8,48,0.000951389,2017,2016
CMWC UT9,C,MWC,UT,9,48,0.001164535,2017,2016
CMWC UT10,C,MWC,UT,10,48,0.001269245,2017,2016
CMWC OM1,C,MWC,OM,1,48,0.001215813,2017,2016
CMWC OM2,C,MWC,OM,2,48,0.00085916,2017,2016
CMWC OM3,C,MWC,OM,3,48,0.000971611,2017,2016
CMWC OM4,C,MWC,OM,4,48,0.000943359,2017,2016
CMWC OM5,C,MWC,OM,5,48,0.000872875,2017,2016
CMWC OM6,C,MWC,OM,6,48,0.00121054,2017,2016
CMWC OM7,C,MWC,OM,7,48,0.000799077,2017,2016
CMWC OM8,C,MWC,OM,8,48,0.000762456,2017,2016
CMWC OM9,C,MWC,OM,9,48,0.000885864,2017,2016
CMWC OM10,C,MWC,OM,10,48,0.000820798,2017,2016
SO OS1,S,O,OS,1,48,0.001309252,2017,2016
SO OS2,S,O,OS,2,48,0.001298005,2017,2016
SO OS3,S,O,OS,3,48,0.001153578,2017,2016
SO OS4,S,O,OS,4,48,0.001313364,2017,2016
SO OS5,S,O,OS,5,48,0.000959396,2017,2016
SO OS6,S,O,OS,6,48,0.001060623,2017,2016
SO OS7,S,O,OS,7,48,0.001117102,2017,2016
SO OS8,S,O,OS,8,48,0.000987938,2017,2016
SO OS9,S,O,OS,9,48,0.001231608,2017,2016
SO OS10,S,O,OS,10,48,0.001319072,2017,2016
SO UT1,S,O,UT,1,48,0.001060889,2017,2016
SO UT2,S,O,UT,2,48,0.001006683,2017,2016
SO UT3,S,O,UT,3,48,0.001053487,2017,2016
SO UT4,S,O,UT,4,48,0.001050802,2017,2016
SO UT5,S,O,UT,5,48,0.001256788,2017,2016
SO UT6,S,O,UT,6,48,0.001205098,2017,2016
SO UT7,S,O,UT,7,48,0.001479512,2017,2016
SO UT8,S,O,UT,8,48,0.001141024,2017,2016
SO UT9,S,O,UT,9,48,0.001167824,2017,2016
SO UT10,S,O,UT,10,48,0.001142451,2017,2016
SO OM1,S,O,OM,1,48,0.000856016,2017,2016
SO OM2,S,O,OM,2,48,0.001212766,2017,2016
SO OM3,S,O,OM,3,48,0.00076161,2017,2016
SO OM4,S,O,OM,4,48,0.00104686,2017,2016
SO OM5,S,O,OM,5,48,0.001225755,2017,2016
SO OM6,S,O,OM,6,48,0.00115827,2017,2016
SO OM7,S,O,OM,7,48,0.000762626,2017,2016
NWMC OS1,N,MWC,OS,1,48,0.000892805,2017,2016
NWMC OS2,N,MWC,OS,2,48,0.000920929,2017,2016
NWMC OS3,N,MWC,OS,3,48,0.000873975,2017,2016
NWMC OS4,N,MWC,OS,4,48,0.000932018,2017,2016
NWMC OS5,N,MWC,OS,5,48,0.000929397,2017,2016
NWMC OS6,N,MWC,OS,6,48,0.001017116,2017,2016
NWMC OS7,N,MWC,OS,7,48,0.001144193,2017,2016
NWMC OS8,N,MWC,OS,8,48,0.001089912,2017,2016
NWMC OS9,N,MWC,OS,9,48,0.001404462,2017,2016
NWMC OS10,N,MWC,OS,10,48,0.000904865,2017,2016
NWMC UT1,N,MWC,UT,1,48,0.002299587,2017,2016
NWMC UT2,N,MWC,UT,2,48,0.001095541,2017,2016
NWMC UT3,N,MWC,UT,3,48,0.001516568,2017,2016
NWMC UT4,N,MWC,UT,4,48,0.001195029,2017,2016
NWMC UT5,N,MWC,UT,5,48,0.001328318,2017,2016
NWMC UT6,N,MWC,UT,6,48,0.000909718,2017,2016
NWMC UT7,N,MWC,UT,7,48,0.001101802,2017,2016
NWMC UT8,N,MWC,UT,8,48,0.000817995,2017,2016
NWMC UT9,N,MWC,UT,9,48,0.00125955,2017,2016
NWMC UT10,N,MWC,UT,10,48,0.000980791,2017,2016
NWMC OM1,N,MWC,OM,1,48,0.000972759,2017,2016
